id,airport_code,name,distance_km,star_rating,guest_score,review_count,price_per_night,has_shuttle,has_breakfast,address
186,JHW,Lemon Tree Premier (Jhalawar Airport),10.3,4,8.5,2951,3062,0,0,"Terminal Road, Near JHW Airport, Jhalawar, India"
187,TCR,Radisson Blu Airport (Thoothukudi (Tuticorin) Airport),14.1,4,9.5,3244,7940,0,1,"Terminal Road, Near TCR Airport, Thoothukudi (Tuticorin), India"
188,BOM,Trident Airport Hotel (Mumbai Airport),12.8,4,8.7,1392,9742,0,0,"Terminal Road, Near BOM Airport, Mumbai, India"
189,BVC,OYO Townhouse Airport (Bhavnagar Airport),4.0,3,9.6,3232,5932,1,1,"Terminal Road, Near BVC Airport, Bhavnagar, India"
190,SLN,Novotel Airport Hotel (Sultanpur Airport),2.4,4,9.3,3457,2376,1,1,"Terminal Road, Near SLN Airport, Sultanpur, India"
191,RKG,Taj City Centre (Durgapur Airport),4.8,3,8.4,1724,10578,1,0,"Terminal Road, Near RKG Airport, Durgapur, India"
192,BKN,Ginger Airport Hotel (Bikaner Airport),9.4,3,8.6,3248,11919,0,1,"Terminal Road, Near BKN Airport, Bikaner, India"
193,JDH,Hyatt Regency Terminal (Jodhpur Airport),7.9,5,8.5,2863,6819,1,0,"Terminal Road, Near JDH Airport, Jodhpur, India"
194,KAM,Radisson Blu Airport (Kamalpur Airport),1.9,5,9.8,2873,4328,1,1,"Terminal Road, Near KAM Airport, Kamalpur, India"
195,RAT,Taj City Centre (Ratlam Airport),6.2,5,8.6,3753,5285,1,1,"Terminal Road, Near RAT Airport, Ratlam, India"
196,HYD,Radisson Blu Airport (Hyderabad Airport),13.1,3,8.8,247,3564,0,1,"Terminal Road, Near HYD Airport, Hyderabad, India"
197,BOM,Trident Airport Hotel (Mumbai Airport),5.1,5,8.8,446,10053,1,0,"Terminal Road, Near BOM Airport, Mumbai, India"
198,SNE,Ginger Airport Hotel (Singrauli Airport),10.5,5,8.2,368,2448,0,0,"Terminal Road, Near SNE Airport, Singrauli, India"
199,BHJ,Hyatt Regency Terminal (Bhuj (Kutch) Airport),4.7,3,8.9,1525,7917,1,0,"Terminal Road, Near BHJ Airport, Bhuj (Kutch), India"
200,DIU,Novotel Airport Hotel (Diu Airport),10.1,4,9.4,3681,6442,0,0,"Terminal Road, Near DIU Airport, Diu, India"
201,PNQ,Ginger Airport Hotel (Pune Airport),5.9,3,9.6,771,12313,1,0,"Terminal Road, Near PNQ Airport, Pune, India"
202,DHM,ITC Grand Bharat (Dharamshala / Kangra Airport),3.9,3,8.8,3421,2801,1,0,"Terminal Road, Near DHM Airport, Dharamshala / Kangra, India"
203,BLR,Hyatt Regency Terminal (Bengaluru Airport),12.9,5,9.6,3794,10723,0,0,"Terminal Road, Near BLR Airport, Bengaluru, India"
204,LKO,Ginger Airport Hotel (Lucknow Airport),2.8,4,8.8,912,5383,1,1,"Terminal Road, Near LKO Airport, Lucknow, India"
205,MEH,FabHotel Airport Inn (Mehsana Airport),9.8,4,8.4,1574,3283,0,0,"Terminal Road, Near MEH Airport, Mehsana, India"
206,AJL,ITC Grand Bharat (Aizawl Airport),9.9,5,9.6,2480,8804,0,1,"Terminal Road, Near AJL Airport, Aizawl, India"
207,COK,Hyatt Regency Terminal (Kochi Airport),8.9,4,8.2,1258,11316,0,0,"Terminal Road, Near COK Airport, Kochi, India"
208,BAR,Lemon Tree Premier (Baramati Airport),8.2,4,8.3,1792,5368,0,1,"Terminal Road, Near BAR Airport, Baramati, India"
209,HSR,Lemon Tree Premier (Rajkot Airport),8.2,4,8.2,3155,9211,0,0,"Terminal Road, Near HSR Airport, Rajkot, India"
210,LUD,Radisson Blu Airport (Ludhiana Airport),12.9,5,8.8,581,8343,0,1,"Terminal Road, Near LUD Airport, Ludhiana, India"
211,JLR,Novotel Airport Hotel (Jabalpur Airport),4.7,4,9.3,2400,12056,1,1,"Terminal Road, Near JLR Airport, Jabalpur, India"
212,LAT,IBIS Airport Hotel (Latur Airport),6.8,3,8.9,3617,7942,1,0,"Terminal Road, Near LAT Airport, Latur, India"
213,JGD,Lemon Tree Premier (Jagdalpur Airport),4.8,5,9.4,1076,2326,1,0,"Terminal Road, Near JGD Airport, Jagdalpur, India"
214,NAG,Trident Airport Hotel (Nagpur Airport),9.4,3,8.3,637,2310,0,1,"Terminal Road, Near NAG Airport, Nagpur, India"
215,PNQ,Hyatt Regency Terminal (Pune Airport),10.9,4,8.9,1455,2207,0,0,"Terminal Road, Near PNQ Airport, Pune, India"
216,PNY,Trident Airport Hotel (Puducherry Airport),11.1,5,9.3,890,5426,0,1,"Terminal Road, Near PNY Airport, Puducherry, India"
217,SNE,IBIS Airport Hotel (Singrauli Airport),13.2,4,9.7,2228,4612,0,0,"Terminal Road, Near SNE Airport, Singrauli, India"
218,HBX,OYO Townhouse Airport (Hubballi / Dharwad Airport),10.5,5,8.9,2659,10306,0,1,"Terminal Road, Near HBX Airport, Hubballi / Dharwad, India"
219,NVY,OYO Townhouse Airport (Neyveli Airport),3.5,3,9.6,1849,10324,1,0,"Terminal Road, Near NVY Airport, Neyveli, India"
220,MEH,Hyatt Regency Terminal (Mehsana Airport),0.6,3,9.2,1457,2748,1,0,"Terminal Road, Near MEH Airport, Mehsana, India"
221,GAY,Hyatt Regency Terminal (Gaya Airport),0.7,5,8.7,2835,5182,1,1,"Terminal Road, Near GAY Airport, Gaya, India"
222,HYD,Taj City Centre (Hyderabad Airport),10.1,5,9.0,724,6841,0,1,"Terminal Road, Near HYD Airport, Hyderabad, India"
223,CHI,IBIS Airport Hotel (Chhindwara Airport),5.0,3,9.4,710,7650,1,0,"Terminal Road, Near CHI Airport, Chhindwara, India"
224,LAT,FabHotel Airport Inn (Latur Airport),5.0,4,8.4,1141,6749,1,1,"Terminal Road, Near LAT Airport, Latur, India"
225,NVY,Taj City Centre (Neyveli Airport),2.7,5,9.4,2569,5820,1,1,"Terminal Road, Near NVY Airport, Neyveli, India"
226,IXE,Radisson Blu Airport (Mangaluru Airport),3.2,3,9.2,797,7723,1,0,"Terminal Road, Near IXE Airport, Mangaluru, India"
227,RKG,OYO Townhouse Airport (Durgapur Airport),1.7,4,9.5,3705,8908,1,0,"Terminal Road, Near RKG Airport, Durgapur, India"
228,KOP,IBIS Airport Hotel (Kolhapur Airport),4.7,5,8.1,3052,9166,1,1,"Terminal Road, Near KOP Airport, Kolhapur, India"
229,SRA,ITC Grand Bharat (Shravasti Airport),13.3,3,8.8,875,12106,0,0,"Terminal Road, Near SRA Airport, Shravasti, India"
230,WGC,Ginger Airport Hotel (Warangal Airport),9.2,3,9.4,2992,9454,0,0,"Terminal Road, Near WGC Airport, Warangal, India"
231,KAM,Ginger Airport Hotel (Kamalpur Airport),2.2,4,8.5,2377,5850,1,0,"Terminal Road, Near KAM Airport, Kamalpur, India"
232,KJB,Ginger Airport Hotel (Kurnool (Orvakal) Airport),3.8,3,9.0,3103,6619,1,1,"Terminal Road, Near KJB Airport, Kurnool (Orvakal), India"
233,PBF,Novotel Airport Hotel (Bilaspur Airport),8.8,4,8.4,506,4244,0,1,"Terminal Road, Near PBF Airport, Bilaspur, India"
234,IXP,Taj City Centre (Pathankot Airport),2.7,3,9.5,3535,9121,1,0,"Terminal Road, Near IXP Airport, Pathankot, India"
235,KHO,OYO Townhouse Airport (Khowai Airport),8.1,5,8.9,2134,5593,0,1,"Terminal Road, Near KHO Airport, Khowai, India"
236,GWL,Trident Airport Hotel (Gwalior Airport),9.8,4,8.6,903,6685,0,0,"Terminal Road, Near GWL Airport, Gwalior, India"
237,IXA,Taj City Centre (Agartala Airport),6.1,4,9.5,2784,5512,1,0,"Terminal Road, Near IXA Airport, Agartala, India"
238,IXJ,Lemon Tree Premier (Jammu Airport),3.3,5,8.3,2332,4241,1,1,"Terminal Road, Near IXJ Airport, Jammu, India"
239,AMD,Radisson Blu Airport (Ahmedabad Airport),6.2,3,9.0,720,12179,1,1,"Terminal Road, Near AMD Airport, Ahmedabad, India"
240,AMD,Hyatt Regency Terminal (Ahmedabad Airport),1.4,3,8.1,3210,10312,1,1,"Terminal Road, Near AMD Airport, Ahmedabad, India"
241,DED,Pride Plaza Hotel (Dehradun Airport),5.7,3,9.4,689,6247,1,1,"Terminal Road, Near DED Airport, Dehradun, India"
242,JAI,Novotel Airport Hotel (Jaipur Airport),7.0,5,8.1,1840,6665,1,0,"Terminal Road, Near JAI Airport, Jaipur, India"
243,JRG,ITC Grand Bharat (Jharsuguda Airport),10.0,4,8.9,2093,10932,0,0,"Terminal Road, Near JRG Airport, Jharsuguda, India"
244,PGH,Ginger Airport Hotel (Pantnagar / Nainital Airport),4.0,3,8.6,1701,7363,1,1,"Terminal Road, Near PGH Airport, Pantnagar / Nainital, India"
245,HIR,OYO Townhouse Airport (Sambalpur Airport),2.9,4,9.4,3396,3927,1,1,"Terminal Road, Near HIR Airport, Sambalpur, India"
246,NDC,Ginger Airport Hotel (Nanded Airport),10.6,3,8.1,215,7271,0,0,"Terminal Road, Near NDC Airport, Nanded, India"
247,GWL,Pride Plaza Hotel (Gwalior Airport),8.1,5,9.3,1405,3641,0,1,"Terminal Road, Near GWL Airport, Gwalior, India"
248,VTZ,Pride Plaza Hotel (Visakhapatnam Airport),1.8,5,8.3,2971,5589,1,1,"Terminal Road, Near VTZ Airport, Visakhapatnam, India"
249,SDW,Lemon Tree Premier (Sindhudurg Airport),0.6,5,8.6,3339,11527,1,0,"Terminal Road, Near SDW Airport, Sindhudurg, India"
250,SNE,Pride Plaza Hotel (Singrauli Airport),8.8,5,9.3,3522,10059,0,0,"Terminal Road, Near SNE Airport, Singrauli, India"
251,GAY,IBIS Airport Hotel (Gaya Airport),13.3,5,9.6,310,2073,0,0,"Terminal Road, Near GAY Airport, Gaya, India"
252,GOX,OYO Townhouse Airport (Goa (Mopa) Airport),2.4,5,8.8,758,8315,1,0,"Terminal Road, Near GOX Airport, Goa (Mopa), India"
253,PGH,Pride Plaza Hotel (Pantnagar / Nainital Airport),9.7,4,8.6,3287,12051,0,0,"Terminal Road, Near PGH Airport, Pantnagar / Nainital, India"
254,JLR,OYO Townhouse Airport (Jabalpur Airport),12.3,4,8.6,3418,9247,0,1,"Terminal Road, Near JLR Airport, Jabalpur, India"
255,JGA,Novotel Airport Hotel (Jamnagar Airport),6.0,3,8.9,1301,11116,1,1,"Terminal Road, Near JGA Airport, Jamnagar, India"
256,LUD,Radisson Blu Airport (Ludhiana Airport),10.6,3,8.3,2550,11477,0,1,"Terminal Road, Near LUD Airport, Ludhiana, India"
257,BDQ,Radisson Blu Airport (Vadodara Airport),0.7,4,8.7,1876,7098,1,1,"Terminal Road, Near BDQ Airport, Vadodara, India"
258,GBI,Taj City Centre (Kalaburagi (Gulbarga) Airport),11.3,3,9.7,1903,7471,0,1,"Terminal Road, Near GBI Airport, Kalaburagi (Gulbarga), India"
259,RAT,Hyatt Regency Terminal (Ratlam Airport),0.9,4,9.4,2322,10523,1,0,"Terminal Road, Near RAT Airport, Ratlam, India"
260,MZS,Hyatt Regency Terminal (Sonbhadra Airport),6.9,4,8.8,1750,10276,1,1,"Terminal Road, Near MZS Airport, Sonbhadra, India"
261,MAL,Radisson Blu Airport (Malda Airport),11.4,4,9.3,3131,5788,0,0,"Terminal Road, Near MAL Airport, Malda, India"
262,LAT,Ginger Airport Hotel (Latur Airport),8.5,4,9.0,3338,9442,0,0,"Terminal Road, Near LAT Airport, Latur, India"
263,IXG,ITC Grand Bharat (Belagavi Airport),0.7,4,8.5,169,6198,1,1,"Terminal Road, Near IXG Airport, Belagavi, India"
264,MAA,OYO Townhouse Airport (Chennai Airport),6.5,4,8.7,418,3329,1,0,"Terminal Road, Near MAA Airport, Chennai, India"
265,ATQ,Radisson Blu Airport (Amritsar Airport),10.5,5,8.5,2804,12322,0,0,"Terminal Road, Near ATQ Airport, Amritsar, India"
266,SAH,ITC Grand Bharat (Saharanpur Airport),7.5,4,8.6,170,9616,1,0,"Terminal Road, Near SAH Airport, Saharanpur, India"
267,RJA,ITC Grand Bharat (Rajahmundry Airport),10.0,4,8.5,2125,5564,0,0,"Terminal Road, Near RJA Airport, Rajahmundry, India"
268,CFH,Hyatt Regency Terminal (Chitrakoot Airport),9.1,3,9.2,2684,3672,0,1,"Terminal Road, Near CFH Airport, Chitrakoot, India"
269,IXM,FabHotel Airport Inn (Madurai Airport),5.1,4,8.2,3441,6174,1,0,"Terminal Road, Near IXM Airport, Madurai, India"
270,IXR,IBIS Airport Hotel (Ranchi Airport),6.6,3,8.2,1792,3389,1,1,"Terminal Road, Near IXR Airport, Ranchi, India"
271,KBK,ITC Grand Bharat (Kushinagar Airport),5.8,4,9.1,1041,6847,1,1,"Terminal Road, Near KBK Airport, Kushinagar, India"
272,CHI,FabHotel Airport Inn (Chhindwara Airport),7.1,4,8.4,2818,9339,1,1,"Terminal Road, Near CHI Airport, Chhindwara, India"
273,IXB,ITC Grand Bharat (Siliguri / Bagdogra Airport),13.7,4,8.8,1639,2277,0,0,"Terminal Road, Near IXB Airport, Siliguri / Bagdogra, India"
274,GOX,ITC Grand Bharat (Goa (Mopa) Airport),2.7,4,8.3,3182,10462,1,1,"Terminal Road, Near GOX Airport, Goa (Mopa), India"
275,GOP,Taj City Centre (Ganjam / Gopalpur Airport),4.1,5,9.4,220,4814,1,0,"Terminal Road, Near GOP Airport, Ganjam / Gopalpur, India"
276,NPL,Taj City Centre (Narnaul Airport),12.1,3,9.8,2313,12327,0,1,"Terminal Road, Near NPL Airport, Narnaul, India"
277,IMF,ITC Grand Bharat (Imphal Airport),13.5,5,8.4,1479,11938,0,0,"Terminal Road, Near IMF Airport, Imphal, India"
278,HSS,Taj City Centre (Hisar Airport),1.2,4,8.5,2796,11355,1,0,"Terminal Road, Near HSS Airport, Hisar, India"
279,KAR,IBIS Airport Hotel (Karad / Satara Airport),9.5,3,9.8,535,3587,0,1,"Terminal Road, Near KAR Airport, Karad / Satara, India"
280,IDR,ITC Grand Bharat (Indore Airport),3.9,5,9.2,1845,4402,1,1,"Terminal Road, Near IDR Airport, Indore, India"
281,BKN,Ginger Airport Hotel (Bikaner Airport),7.7,5,9.4,172,2818,1,1,"Terminal Road, Near BKN Airport, Bikaner, India"
282,MAA,FabHotel Airport Inn (Chennai Airport),8.2,5,9.7,3643,3014,0,1,"Terminal Road, Near MAA Airport, Chennai, India"
283,IXT,ITC Grand Bharat (Pasighat Airport),12.7,5,8.8,695,11787,0,0,"Terminal Road, Near IXT Airport, Pasighat, India"
284,IMF,ITC Grand Bharat (Imphal Airport),9.8,5,9.1,701,8726,0,1,"Terminal Road, Near IMF Airport, Imphal, India"
285,IXD,Taj City Centre (Prayagraj (Allahabad) Airport),8.2,5,8.8,2914,7509,0,0,"Terminal Road, Near IXD Airport, Prayagraj (Allahabad), India"
286,NVM,Taj City Centre (Navi Mumbai Airport),7.3,3,9.7,1637,3821,1,1,"Terminal Road, Near NVM Airport, Navi Mumbai, India"
287,IXC,OYO Townhouse Airport (Chandigarh Airport),12.2,5,9.6,2049,5691,0,0,"Terminal Road, Near IXC Airport, Chandigarh, India"
288,KHO,Trident Airport Hotel (Khowai Airport),6.2,4,9.2,3200,8433,1,0,"Terminal Road, Near KHO Airport, Khowai, India"
289,LKO,Novotel Airport Hotel (Lucknow Airport),10.4,5,9.6,1269,11859,0,1,"Terminal Road, Near LKO Airport, Lucknow, India"
290,SNE,Radisson Blu Airport (Singrauli Airport),2.1,3,9.0,1773,8789,1,0,"Terminal Road, Near SNE Airport, Singrauli, India"
291,SIH,Hyatt Regency Terminal (Sirohi Airport),12.9,4,8.6,438,6516,0,1,"Terminal Road, Near SIH Airport, Sirohi, India"
292,RKG,IBIS Airport Hotel (Durgapur Airport),7.7,3,9.5,996,6257,1,1,"Terminal Road, Near RKG Airport, Durgapur, India"
293,HYD,Radisson Blu Airport (Hyderabad Airport),3.9,5,9.2,1375,11798,1,1,"Terminal Road, Near HYD Airport, Hyderabad, India"
294,PNQ,ITC Grand Bharat (Pune Airport),8.2,4,9.2,2168,10789,0,0,"Terminal Road, Near PNQ Airport, Pune, India"
295,IXU,Lemon Tree Premier (Chhatrapati Sambhaji Nagar (Aurangabad) Airport),12.6,3,9.3,2834,8207,0,0,"Terminal Road, Near IXU Airport, Chhatrapati Sambhaji Nagar (Aurangabad), India"
296,MAL,ITC Grand Bharat (Malda Airport),1.3,5,8.8,1941,6443,1,1,"Terminal Road, Near MAL Airport, Malda, India"
297,SLV,OYO Townhouse Airport (Shimla Airport),8.6,3,8.5,2499,4094,0,1,"Terminal Road, Near SLV Airport, Shimla, India"
298,KJB,FabHotel Airport Inn (Kurnool (Orvakal) Airport),12.6,4,9.4,1055,9169,0,1,"Terminal Road, Near KJB Airport, Kurnool (Orvakal), India"
299,PNY,Novotel Airport Hotel (Puducherry Airport),5.8,4,8.5,954,2792,1,0,"Terminal Road, Near PNY Airport, Puducherry, India"
300,JAI,FabHotel Airport Inn (Jaipur Airport),12.2,5,9.8,2207,5239,0,1,"Terminal Road, Near JAI Airport, Jaipur, India"
301,JRH,Lemon Tree Premier (Jorhat Airport),3.6,3,9.3,2089,11826,1,1,"Terminal Road, Near JRH Airport, Jorhat, India"
302,DIU,Novotel Airport Hotel (Diu Airport),8.6,5,9.2,1975,6041,0,0,"Terminal Road, Near DIU Airport, Diu, India"
303,JLR,FabHotel Airport Inn (Jabalpur Airport),8.4,5,9.2,364,6696,0,0,"Terminal Road, Near JLR Airport, Jabalpur, India"
304,DMO,Novotel Airport Hotel (Damoh Airport),2.5,4,9.1,1955,7183,1,1,"Terminal Road, Near DMO Airport, Damoh, India"
305,IXC,ITC Grand Bharat (Chandigarh Airport),2.5,5,9.1,2512,11502,1,1,"Terminal Road, Near IXC Airport, Chandigarh, India"
306,HBX,Hyatt Regency Terminal (Hubballi / Dharwad Airport),12.7,4,8.9,361,12142,0,0,"Terminal Road, Near HBX Airport, Hubballi / Dharwad, India"
307,LUD,Trident Airport Hotel (Ludhiana Airport),1.2,3,9.7,2331,6471,1,1,"Terminal Road, Near LUD Airport, Ludhiana, India"
308,MOR,Novotel Airport Hotel (Moradabad Airport),4.0,4,8.8,2650,8403,1,0,"Terminal Road, Near MOR Airport, Moradabad, India"
309,PGH,Novotel Airport Hotel (Pantnagar / Nainital Airport),6.4,3,9.1,1560,2320,1,1,"Terminal Road, Near PGH Airport, Pantnagar / Nainital, India"
310,IXG,OYO Townhouse Airport (Belagavi Airport),10.1,4,9.6,2834,5425,0,1,"Terminal Road, Near IXG Airport, Belagavi, India"
311,KAR,Novotel Airport Hotel (Karad / Satara Airport),8.6,5,8.5,2106,2583,0,1,"Terminal Road, Near KAR Airport, Karad / Satara, India"
312,PBF,Pride Plaza Hotel (Bilaspur Airport),2.4,3,9.6,3251,10177,1,0,"Terminal Road, Near PBF Airport, Bilaspur, India"
313,BGP,OYO Townhouse Airport (Bhagalpur Airport),6.9,4,9.0,3725,6350,1,0,"Terminal Road, Near BGP Airport, Bhagalpur, India"
314,KHO,Hyatt Regency Terminal (Khowai Airport),7.6,5,9.4,627,6717,1,1,"Terminal Road, Near KHO Airport, Khowai, India"
315,KUU,OYO Townhouse Airport (Kullu / Manali Airport),8.7,4,9.1,2326,2467,0,0,"Terminal Road, Near KUU Airport, Kullu / Manali, India"
316,CJB,Pride Plaza Hotel (Coimbatore Airport),9.5,5,8.5,2660,3651,0,0,"Terminal Road, Near CJB Airport, Coimbatore, India"
317,DMU,Pride Plaza Hotel (Dimapur Airport),6.6,3,9.3,2856,10322,1,0,"Terminal Road, Near DMU Airport, Dimapur, India"
318,MEH,Trident Airport Hotel (Mehsana Airport),5.7,3,9.6,712,11150,1,0,"Terminal Road, Near MEH Airport, Mehsana, India"
319,RPR,OYO Townhouse Airport (Raipur Airport),10.8,3,9.3,3027,2411,0,1,"Terminal Road, Near RPR Airport, Raipur, India"
320,IXA,Lemon Tree Premier (Agartala Airport),5.6,3,8.3,1859,4205,1,0,"Terminal Road, Near IXA Airport, Agartala, India"
321,BTH,ITC Grand Bharat (Bettiah Airport),14.4,3,8.8,3583,12034,0,0,"Terminal Road, Near BTH Airport, Bettiah, India"
322,JRG,Radisson Blu Airport (Jharsuguda Airport),12.6,5,8.2,1963,5494,0,0,"Terminal Road, Near JRG Airport, Jharsuguda, India"
323,JRG,OYO Townhouse Airport (Jharsuguda Airport),6.8,5,8.3,2884,9362,1,0,"Terminal Road, Near JRG Airport, Jharsuguda, India"
324,VTZ,Pride Plaza Hotel (Visakhapatnam Airport),14.0,3,9.2,1590,4733,0,1,"Terminal Road, Near VTZ Airport, Visakhapatnam, India"
325,VZY,FabHotel Airport Inn (Vijayawada Airport),1.4,5,9.5,3479,8304,1,1,"Terminal Road, Near VZY Airport, Vijayawada, India"
326,TIR,Taj City Centre (Tirupati Airport),2.1,4,8.6,229,8505,1,0,"Terminal Road, Near TIR Airport, Tirupati, India"
327,AMB,OYO Townhouse Airport (Ambikapur Airport),2.7,4,9.5,3460,2179,1,1,"Terminal Road, Near AMB Airport, Ambikapur, India"
328,RGD,Hyatt Regency Terminal (Raigarh Airport),2.5,5,9.3,2765,4677,1,0,"Terminal Road, Near RGD Airport, Raigarh, India"
329,IXP,Radisson Blu Airport (Pathankot Airport),4.8,4,9.7,3464,8334,1,1,"Terminal Road, Near IXP Airport, Pathankot, India"
330,GON,Novotel Airport Hotel (Gondia Airport),12.4,4,8.3,2156,5539,0,0,"Terminal Road, Near GON Airport, Gondia, India"
331,LUD,Novotel Airport Hotel (Ludhiana Airport),9.9,5,8.4,1105,6715,0,1,"Terminal Road, Near LUD Airport, Ludhiana, India"
332,PBF,Lemon Tree Premier (Bilaspur Airport),11.7,4,9.0,751,8940,0,0,"Terminal Road, Near PBF Airport, Bilaspur, India"
333,HIR,Taj City Centre (Sambalpur Airport),10.6,3,9.8,2947,8987,0,0,"Terminal Road, Near HIR Airport, Sambalpur, India"
334,BKN,Ginger Airport Hotel (Bikaner Airport),11.5,3,9.4,3740,3595,0,0,"Terminal Road, Near BKN Airport, Bikaner, India"
335,KNU,Ginger Airport Hotel (Kanpur Airport),11.8,3,9.5,1021,6564,0,0,"Terminal Road, Near KNU Airport, Kanpur, India"
336,RGD,Novotel Airport Hotel (Raigarh Airport),3.2,4,8.9,3233,4152,1,1,"Terminal Road, Near RGD Airport, Raigarh, India"
337,CFH,ITC Grand Bharat (Chitrakoot Airport),8.7,3,9.1,747,3966,0,0,"Terminal Road, Near CFH Airport, Chitrakoot, India"
338,IXR,ITC Grand Bharat (Ranchi Airport),13.3,4,9.3,3205,8441,0,1,"Terminal Road, Near IXR Airport, Ranchi, India"
339,GOI,Novotel Airport Hotel (Goa (Dabolim) Airport),1.4,3,8.9,3055,4378,1,0,"Terminal Road, Near GOI Airport, Goa (Dabolim), India"
340,NMN,Ginger Airport Hotel (Neemrana / Alwar Airport),5.2,5,9.6,1775,6586,1,0,"Terminal Road, Near NMN Airport, Neemrana / Alwar, India"
341,SLN,IBIS Airport Hotel (Sultanpur Airport),11.4,5,8.8,2796,12280,0,0,"Terminal Road, Near SLN Airport, Sultanpur, India"
342,KUU,IBIS Airport Hotel (Kullu / Manali Airport),1.1,4,8.8,3484,9787,1,0,"Terminal Road, Near KUU Airport, Kullu / Manali, India"
343,RPR,OYO Townhouse Airport (Raipur Airport),12.9,5,9.1,457,5905,0,1,"Terminal Road, Near RPR Airport, Raipur, India"
344,DIU,IBIS Airport Hotel (Diu Airport),11.0,4,9.4,1940,6049,0,1,"Terminal Road, Near DIU Airport, Diu, India"
345,BGP,Novotel Airport Hotel (Bhagalpur Airport),9.7,5,8.5,158,4812,0,0,"Terminal Road, Near BGP Airport, Bhagalpur, India"
346,SAH,ITC Grand Bharat (Saharanpur Airport),0.8,4,9.2,2308,2388,1,0,"Terminal Road, Near SAH Airport, Saharanpur, India"
347,RAT,FabHotel Airport Inn (Ratlam Airport),9.1,5,8.9,1473,3987,0,1,"Terminal Road, Near RAT Airport, Ratlam, India"
348,NVY,Lemon Tree Premier (Neyveli Airport),5.7,4,9.8,2372,10381,1,0,"Terminal Road, Near NVY Airport, Neyveli, India"
349,VNS,Radisson Blu Airport (Varanasi Airport),13.1,3,9.3,1282,11497,0,0,"Terminal Road, Near VNS Airport, Varanasi, India"
350,AMRE,Lemon Tree Premier (Amreli Airport),3.0,4,9.5,3148,8329,1,0,"Terminal Road, Near AMRE Airport, Amreli, India"
351,NMN,Taj City Centre (Neemrana / Alwar Airport),1.8,5,8.2,2095,7877,1,1,"Terminal Road, Near NMN Airport, Neemrana / Alwar, India"
352,SNE,Pride Plaza Hotel (Singrauli Airport),2.4,4,9.1,1989,1916,1,0,"Terminal Road, Near SNE Airport, Singrauli, India"
353,IXY,Ginger Airport Hotel (Kandla Airport),9.7,5,8.5,3441,6989,0,1,"Terminal Road, Near IXY Airport, Kandla, India"
354, سات,Taj City Centre (Satna Airport),8.7,4,9.3,516,5321,0,1,"Terminal Road, Near  سات Airport, Satna, India"
355,LAT,IBIS Airport Hotel (Latur Airport),1.2,4,8.2,1156,6062,1,1,"Terminal Road, Near LAT Airport, Latur, India"
356,HBI,Taj City Centre (Itanagar Airport),13.9,5,9.0,1166,3911,0,0,"Terminal Road, Near HBI Airport, Itanagar, India"
357,COK,OYO Townhouse Airport (Kochi Airport),12.6,3,8.9,3725,10736,0,1,"Terminal Road, Near COK Airport, Kochi, India"
358,SLV,OYO Townhouse Airport (Shimla Airport),11.7,5,9.3,410,12309,0,1,"Terminal Road, Near SLV Airport, Shimla, India"
359,KNU,Pride Plaza Hotel (Kanpur Airport),5.0,4,9.7,3272,3421,1,1,"Terminal Road, Near KNU Airport, Kanpur, India"
360,CJB,FabHotel Airport Inn (Coimbatore Airport),3.8,3,9.6,1675,4327,1,1,"Terminal Road, Near CJB Airport, Coimbatore, India"
361,TCR,Trident Airport Hotel (Thoothukudi (Tuticorin) Airport),6.6,4,9.3,129,1998,1,0,"Terminal Road, Near TCR Airport, Thoothukudi (Tuticorin), India"
