id,flight_number,airline,airline_code,airline_color,origin_code,dest_code,departure_time,arrival_time,duration_minutes,stops,stopover_code,price,cabin_class,available_seats,total_passengers,aircraft,terminal,gate
145,IX-336,Air India Express,IX,#f26522,DEL,IDR,2026-08-11 10:35:34,2026-08-11 13:08:34,153,0,,6517,Economy,12,144,Boeing 737-800,Terminal 2,Gate 7
146,9I-640,Alliance Air,9I,#0083c9,DEL,IDR,2026-08-06 03:35:34,2026-08-06 06:12:34,157,0,,2919,Economy,3,139,ATR 72-600,Terminal 1,Gate 24
147,SG-126,SpiceJet,SG,#e60000,DEL,IDR,2026-08-06 22:20:34,2026-08-07 00:58:34,158,0,,13936,Premium Economy,10,146,Boeing 737-800,Terminal 3,Gate 18
148,AI-790,Air India,AI,#ed1b24,DEL,IDR,2026-08-14 05:20:34,2026-08-14 08:22:34,182,0,,8938,Premium Economy,35,130,Airbus A320neo,Terminal 1,Gate 11
149,SG-242,SpiceJet,SG,#e60000,DEL,IDR,2026-08-01 21:35:34,2026-08-01 23:57:34,142,0,,29375,Business Class,20,140,Airbus A320neo,Terminal 3,Gate 23
150,AI-739,Air India,AI,#ed1b24,DEL,IDR,2026-08-13 07:35:34,2026-08-13 09:22:34,107,0,,25555,Business Class,11,150,ATR 72-600,Terminal 3,Gate 21
151,QP-624,Akasa Air,QP,#ff5d00,DEL,IDR,2026-08-05 21:20:34,2026-08-06 00:09:34,169,0,,65400,First Class,31,161,Airbus A320neo,Terminal 2,Gate 23
152,AI-939,Air India,AI,#ed1b24,DEL,IDR,2026-08-03 23:35:34,2026-08-04 01:03:34,88,0,,55734,First Class,19,159,ATR 72-600,Terminal 3,Gate 22
153,QP-369,Akasa Air,QP,#ff5d00,DEL,BHO,2026-08-08 03:20:34,2026-08-08 05:16:34,116,0,,5449,Economy,2,126,Airbus A320neo,Terminal 1,Gate 11
154,UK-994,Vistara,UK,#4b164c,DEL,BHO,2026-08-13 19:20:34,2026-08-13 20:51:34,91,0,,6362,Economy,9,135,Airbus A321neo,Terminal 3,Gate 22
155,AI-700,Air India,AI,#ed1b24,DEL,BHO,2026-08-03 21:05:34,2026-08-03 23:27:34,142,1,NDC,13357,Premium Economy,5,120,Airbus A320neo,Terminal 2,Gate 10
156,IX-559,Air India Express,IX,#f26522,DEL,BHO,2026-08-11 19:05:34,2026-08-11 21:31:34,146,0,,11477,Premium Economy,20,136,ATR 72-600,Terminal 1,Gate 17
157,6E-716,IndiGo,6E,#001b94,DEL,BHO,2026-08-09 23:35:34,2026-08-10 02:15:34,160,0,,30548,Business Class,34,150,Airbus A321neo,Terminal 3,Gate 18
158,UK-696,Vistara,UK,#4b164c,DEL,BHO,2026-08-07 20:50:34,2026-08-07 23:05:34,135,0,,29545,Business Class,29,169,Boeing 737 MAX 8,Terminal 2,Gate 8
159,9I-574,Alliance Air,9I,#0083c9,DEL,BHO,2026-08-11 05:50:34,2026-08-11 06:57:34,67,1,IXA,51725,First Class,20,127,ATR 72-600,Terminal 3,Gate 6
160,6E-183,IndiGo,6E,#001b94,DEL,BHO,2026-08-05 23:35:34,2026-08-06 02:31:34,176,0,,44912,First Class,21,172,Airbus A320neo,Terminal 2,Gate 13
161,AI-458,Air India,AI,#ed1b24,DEL,NAG,2026-08-06 00:50:34,2026-08-06 02:31:34,101,0,,7718,Economy,17,144,ATR 72-600,Terminal 1,Gate 21
162,UK-272,Vistara,UK,#4b164c,DEL,NAG,2026-08-01 05:50:34,2026-08-01 07:05:34,75,0,,4163,Economy,12,178,Airbus A321neo,Terminal 2,Gate 14
163,9I-506,Alliance Air,9I,#0083c9,DEL,NAG,2026-08-04 23:35:34,2026-08-05 02:36:34,181,1,NVM,14472,Premium Economy,10,180,Boeing 737 MAX 8,Terminal 3,Gate 13
164,6E-511,IndiGo,6E,#001b94,DEL,NAG,2026-08-10 07:05:34,2026-08-10 08:43:34,98,1,AMRE,10344,Premium Economy,22,170,ATR 72-600,Terminal 3,Gate 14
165,IX-945,Air India Express,IX,#f26522,DEL,NAG,2026-08-10 01:50:34,2026-08-10 04:05:34,135,0,,25769,Business Class,22,153,Boeing 737-800,Terminal 1,Gate 13
166,IX-896,Air India Express,IX,#f26522,DEL,NAG,2026-08-11 01:50:34,2026-08-11 03:04:34,74,0,,31399,Business Class,30,165,Airbus A321neo,Terminal 1,Gate 7
167,9I-754,Alliance Air,9I,#0083c9,DEL,NAG,2026-08-09 09:20:34,2026-08-09 12:03:34,163,0,,47445,First Class,34,153,Boeing 737 MAX 8,Terminal 3,Gate 12
168,IX-337,Air India Express,IX,#f26522,DEL,NAG,2026-08-09 03:05:34,2026-08-09 04:29:34,84,0,,54699,First Class,22,173,Boeing 737 MAX 8,Terminal 3,Gate 24
169,UK-557,Vistara,UK,#4b164c,DEL,BBI,2026-08-07 01:20:34,2026-08-07 03:08:34,108,1,KJB,4120,Economy,17,122,Airbus A320neo,Terminal 2,Gate 17
170,6E-373,IndiGo,6E,#001b94,DEL,BBI,2026-08-08 03:35:34,2026-08-08 05:03:34,88,0,,3578,Economy,26,125,Boeing 737-800,Terminal 3,Gate 20
171,6E-659,IndiGo,6E,#001b94,DEL,BBI,2026-08-13 02:35:34,2026-08-13 05:24:34,169,1,CFH,9918,Premium Economy,30,141,ATR 72-600,Terminal 3,Gate 11
172,UK-757,Vistara,UK,#4b164c,DEL,BBI,2026-08-01 03:20:34,2026-08-01 04:37:34,77,0,,10163,Premium Economy,17,159,ATR 72-600,Terminal 3,Gate 12
173,QP-705,Akasa Air,QP,#ff5d00,DEL,BBI,2026-08-01 08:05:34,2026-08-01 10:51:34,166,0,,23359,Business Class,6,125,Boeing 737-800,Terminal 2,Gate 7
174,UK-406,Vistara,UK,#4b164c,DEL,BBI,2026-08-05 20:35:34,2026-08-05 23:18:34,163,0,,19319,Business Class,31,151,Airbus A320neo,Terminal 2,Gate 17
175,9I-580,Alliance Air,9I,#0083c9,DEL,BBI,2026-08-14 02:05:34,2026-08-14 03:22:34,77,0,,51974,First Class,16,121,Airbus A320neo,Terminal 3,Gate 3
176,SG-730,SpiceJet,SG,#e60000,DEL,BBI,2026-08-08 11:05:34,2026-08-08 13:12:34,127,0,,47876,First Class,16,143,Boeing 737-800,Terminal 3,Gate 24
177,IX-903,Air India Express,IX,#f26522,DEL,RPR,2026-08-05 10:05:34,2026-08-05 12:32:34,147,0,,6400,Economy,9,170,Airbus A321neo,Terminal 2,Gate 2
178,IX-477,Air India Express,IX,#f26522,DEL,RPR,2026-08-04 01:35:34,2026-08-04 04:00:34,145,0,,2893,Economy,36,165,Airbus A321neo,Terminal 1,Gate 19
179,9I-981,Alliance Air,9I,#0083c9,DEL,RPR,2026-08-08 06:50:34,2026-08-08 09:22:34,152,0,,9731,Premium Economy,30,142,Airbus A320neo,Terminal 3,Gate 13
180,6E-572,IndiGo,6E,#001b94,DEL,RPR,2026-08-14 02:05:34,2026-08-14 04:13:34,128,0,,15410,Premium Economy,38,157,ATR 72-600,Terminal 1,Gate 21
181,IX-599,Air India Express,IX,#f26522,DEL,RPR,2026-08-10 10:50:34,2026-08-10 13:05:34,135,0,,28253,Business Class,8,134,Airbus A320neo,Terminal 1,Gate 8
182,9I-339,Alliance Air,9I,#0083c9,DEL,RPR,2026-08-06 08:35:34,2026-08-06 10:50:34,135,0,,23528,Business Class,2,137,Airbus A320neo,Terminal 3,Gate 10
183,SG-455,SpiceJet,SG,#e60000,DEL,RPR,2026-08-11 00:35:34,2026-08-11 02:47:34,132,0,,51096,First Class,22,172,Airbus A321neo,Terminal 3,Gate 13
184,UK-335,Vistara,UK,#4b164c,DEL,RPR,2026-08-12 09:35:34,2026-08-12 11:51:34,136,0,,56423,First Class,8,170,Airbus A320neo,Terminal 3,Gate 2
185,IX-692,Air India Express,IX,#f26522,DEL,VTZ,2026-08-03 23:20:34,2026-08-04 02:12:34,172,0,,4912,Economy,36,177,Airbus A321neo,Terminal 3,Gate 17
186,IX-694,Air India Express,IX,#f26522,DEL,VTZ,2026-08-13 03:20:34,2026-08-13 06:08:34,168,0,,2881,Economy,16,137,Airbus A320neo,Terminal 1,Gate 4
187,AI-938,Air India,AI,#ed1b24,DEL,VTZ,2026-08-02 20:20:34,2026-08-02 21:50:34,90,0,,11071,Premium Economy,12,174,Airbus A321neo,Terminal 3,Gate 6
188,SG-576,SpiceJet,SG,#e60000,DEL,VTZ,2026-08-14 02:35:34,2026-08-14 04:33:34,118,0,,8715,Premium Economy,8,129,Airbus A321neo,Terminal 3,Gate 4
189,9I-226,Alliance Air,9I,#0083c9,DEL,VTZ,2026-08-04 02:05:34,2026-08-04 05:08:34,183,0,,24083,Business Class,33,154,Boeing 737 MAX 8,Terminal 1,Gate 21
190,SG-671,SpiceJet,SG,#e60000,DEL,VTZ,2026-08-10 19:35:34,2026-08-10 22:02:34,147,0,,24350,Business Class,7,124,Boeing 737 MAX 8,Terminal 2,Gate 3
191,6E-210,IndiGo,6E,#001b94,DEL,VTZ,2026-08-12 23:05:34,2026-08-13 00:56:34,111,0,,58032,First Class,17,174,Airbus A320neo,Terminal 1,Gate 14
192,9I-545,Alliance Air,9I,#0083c9,DEL,VTZ,2026-08-11 07:35:34,2026-08-11 08:46:34,71,0,,67012,First Class,8,169,Airbus A321neo,Terminal 2,Gate 4
193,QP-656,Akasa Air,QP,#ff5d00,DEL,CJB,2026-08-13 07:35:34,2026-08-13 09:57:34,142,0,,3341,Economy,4,165,Airbus A320neo,Terminal 3,Gate 5
194,SG-603,SpiceJet,SG,#e60000,DEL,CJB,2026-08-12 22:50:34,2026-08-13 00:04:34,74,1,CCU,3182,Economy,29,140,ATR 72-600,Terminal 2,Gate 4
195,IX-971,Air India Express,IX,#f26522,DEL,CJB,2026-08-06 06:50:34,2026-08-06 08:41:34,111,0,,11537,Premium Economy,26,173,Boeing 737 MAX 8,Terminal 2,Gate 22
196,QP-170,Akasa Air,QP,#ff5d00,DEL,CJB,2026-08-04 10:20:34,2026-08-04 11:45:34,85,0,,9901,Premium Economy,26,177,Boeing 737 MAX 8,Terminal 2,Gate 18
197,UK-317,Vistara,UK,#4b164c,DEL,CJB,2026-08-14 09:05:34,2026-08-14 10:51:34,106,0,,18831,Business Class,17,171,Boeing 737-800,Terminal 1,Gate 2
198,9I-409,Alliance Air,9I,#0083c9,DEL,CJB,2026-08-09 03:05:34,2026-08-09 05:49:34,164,0,,31475,Business Class,2,172,ATR 72-600,Terminal 3,Gate 16
199,UK-692,Vistara,UK,#4b164c,DEL,CJB,2026-08-05 19:50:34,2026-08-05 22:32:34,162,0,,54213,First Class,23,143,Boeing 737 MAX 8,Terminal 1,Gate 22
200,IX-605,Air India Express,IX,#f26522,DEL,CJB,2026-08-02 19:20:34,2026-08-02 21:53:34,153,0,,54183,First Class,22,153,ATR 72-600,Terminal 2,Gate 5
201,QP-179,Akasa Air,QP,#ff5d00,DEL,TRV,2026-08-15 02:50:34,2026-08-15 04:21:34,91,0,,3432,Economy,31,180,Boeing 737-800,Terminal 2,Gate 14
202,AI-311,Air India,AI,#ed1b24,DEL,TRV,2026-08-08 10:20:34,2026-08-08 12:12:34,112,1,IXS,5381,Economy,2,128,ATR 72-600,Terminal 3,Gate 19
203,UK-437,Vistara,UK,#4b164c,DEL,TRV,2026-08-01 05:05:34,2026-08-01 06:10:34,65,1,CCJ,13360,Premium Economy,24,161,Airbus A321neo,Terminal 1,Gate 14
204,IX-390,Air India Express,IX,#f26522,DEL,TRV,2026-08-10 18:35:34,2026-08-10 21:28:34,173,0,,15323,Premium Economy,33,151,Boeing 737-800,Terminal 2,Gate 21
205,SG-380,SpiceJet,SG,#e60000,DEL,TRV,2026-08-07 00:35:34,2026-08-07 03:44:34,189,0,,28181,Business Class,24,150,ATR 72-600,Terminal 2,Gate 20
206,IX-990,Air India Express,IX,#f26522,DEL,TRV,2026-08-13 05:20:34,2026-08-13 06:45:34,85,0,,25454,Business Class,5,135,Airbus A321neo,Terminal 1,Gate 10
207,SG-656,SpiceJet,SG,#e60000,DEL,TRV,2026-08-10 09:50:34,2026-08-10 11:40:34,110,1,WGC,50823,First Class,28,129,Airbus A320neo,Terminal 3,Gate 14
208,QP-632,Akasa Air,QP,#ff5d00,DEL,TRV,2026-08-08 18:20:34,2026-08-08 19:45:34,85,1,LAT,46970,First Class,4,173,Boeing 737-800,Terminal 3,Gate 18
209,QP-652,Akasa Air,QP,#ff5d00,DEL,ATQ,2026-08-01 17:35:34,2026-08-01 19:10:34,95,0,,5654,Economy,27,122,Airbus A320neo,Terminal 1,Gate 7
210,QP-818,Akasa Air,QP,#ff5d00,DEL,ATQ,2026-08-04 02:35:34,2026-08-04 05:20:34,165,0,,7459,Economy,2,164,ATR 72-600,Terminal 1,Gate 7
211,6E-737,IndiGo,6E,#001b94,DEL,ATQ,2026-08-01 22:20:34,2026-08-01 23:40:34,80,0,,10951,Premium Economy,34,178,Boeing 737-800,Terminal 2,Gate 12
212,9I-943,Alliance Air,9I,#0083c9,DEL,ATQ,2026-08-05 21:20:34,2026-08-05 22:35:34,75,1,KOP,15327,Premium Economy,29,160,Airbus A320neo,Terminal 1,Gate 3
213,SG-903,SpiceJet,SG,#e60000,DEL,ATQ,2026-08-10 10:20:34,2026-08-10 11:45:34,85,1,DMO,19778,Business Class,18,130,ATR 72-600,Terminal 1,Gate 6
214,6E-529,IndiGo,6E,#001b94,DEL,ATQ,2026-08-01 03:50:34,2026-08-01 05:38:34,108,0,,28445,Business Class,23,142,ATR 72-600,Terminal 1,Gate 6
215,AI-575,Air India,AI,#ed1b24,DEL,ATQ,2026-08-12 04:50:34,2026-08-12 07:24:34,154,0,,64079,First Class,7,156,ATR 72-600,Terminal 2,Gate 13
216,SG-364,SpiceJet,SG,#e60000,DEL,ATQ,2026-08-10 20:20:34,2026-08-10 21:54:34,94,0,,61338,First Class,14,143,Airbus A321neo,Terminal 1,Gate 17
217,SG-609,SpiceJet,SG,#e60000,DEL,UDR,2026-08-03 20:05:34,2026-08-03 21:18:34,73,0,,3331,Economy,31,176,Airbus A321neo,Terminal 1,Gate 17
218,6E-637,IndiGo,6E,#001b94,DEL,UDR,2026-08-01 08:20:34,2026-08-01 10:36:34,136,0,,3644,Economy,21,129,Airbus A321neo,Terminal 2,Gate 17
219,AI-187,Air India,AI,#ed1b24,DEL,UDR,2026-08-08 08:20:34,2026-08-08 09:34:34,74,1,RXL,14318,Premium Economy,4,138,Boeing 737 MAX 8,Terminal 1,Gate 7
220,6E-671,IndiGo,6E,#001b94,DEL,UDR,2026-08-10 23:35:34,2026-08-11 02:29:34,174,0,,10246,Premium Economy,4,159,ATR 72-600,Terminal 3,Gate 20
221,UK-165,Vistara,UK,#4b164c,DEL,UDR,2026-08-08 05:50:34,2026-08-08 07:00:34,70,0,,29365,Business Class,29,148,Boeing 737 MAX 8,Terminal 1,Gate 14
222,QP-591,Akasa Air,QP,#ff5d00,DEL,UDR,2026-08-01 06:35:34,2026-08-01 09:10:34,155,0,,22968,Business Class,26,176,Boeing 737 MAX 8,Terminal 1,Gate 8
223,9I-452,Alliance Air,9I,#0083c9,DEL,UDR,2026-08-01 20:50:34,2026-08-01 22:17:34,87,0,,42616,First Class,26,169,Boeing 737 MAX 8,Terminal 2,Gate 2
224,SG-917,SpiceJet,SG,#e60000,DEL,UDR,2026-08-10 22:20:34,2026-08-11 00:32:34,132,0,,49017,First Class,12,121,Airbus A321neo,Terminal 3,Gate 16
225,9I-945,Alliance Air,9I,#0083c9,DEL,DED,2026-08-06 21:50:34,2026-08-06 23:47:34,117,1,CFH,5011,Economy,31,148,Airbus A321neo,Terminal 2,Gate 22
226,6E-487,IndiGo,6E,#001b94,DEL,DED,2026-08-02 10:20:34,2026-08-02 11:28:34,68,0,,6960,Economy,36,143,ATR 72-600,Terminal 3,Gate 13
227,6E-452,IndiGo,6E,#001b94,DEL,DED,2026-08-01 19:50:34,2026-08-01 22:01:34,131,0,,9285,Premium Economy,2,121,Airbus A320neo,Terminal 2,Gate 7
228,6E-957,IndiGo,6E,#001b94,DEL,DED,2026-08-01 03:35:34,2026-08-01 06:33:34,178,0,,8948,Premium Economy,35,126,ATR 72-600,Terminal 1,Gate 21
229,AI-202,Air India,AI,#ed1b24,DEL,DED,2026-08-04 09:05:34,2026-08-04 10:12:34,67,1,SSE,24446,Business Class,15,158,Boeing 737 MAX 8,Terminal 1,Gate 11
230,QP-974,Akasa Air,QP,#ff5d00,DEL,DED,2026-08-01 04:50:34,2026-08-01 07:56:34,186,0,,25750,Business Class,20,146,Boeing 737-800,Terminal 2,Gate 7
231,SG-494,SpiceJet,SG,#e60000,DEL,DED,2026-08-12 10:50:34,2026-08-12 12:08:34,78,0,,41619,First Class,22,138,Airbus A320neo,Terminal 1,Gate 7
232,UK-313,Vistara,UK,#4b164c,DEL,DED,2026-08-01 05:20:34,2026-08-01 07:29:34,129,0,,55113,First Class,31,135,ATR 72-600,Terminal 2,Gate 3
233,IX-736,Air India Express,IX,#f26522,DEL,AYJ,2026-08-07 09:05:34,2026-08-07 11:59:34,174,0,,6057,Economy,13,161,Airbus A321neo,Terminal 1,Gate 15
234,QP-559,Akasa Air,QP,#ff5d00,DEL,AYJ,2026-08-07 06:05:34,2026-08-07 08:53:34,168,1,RXL,6832,Economy,25,133,ATR 72-600,Terminal 1,Gate 9
235,QP-216,Akasa Air,QP,#ff5d00,DEL,AYJ,2026-08-11 00:05:34,2026-08-11 01:41:34,96,0,,13281,Premium Economy,9,147,Airbus A321neo,Terminal 3,Gate 4
236,6E-455,IndiGo,6E,#001b94,DEL,AYJ,2026-08-14 09:35:34,2026-08-14 10:55:34,80,1,BHJ,9798,Premium Economy,5,154,ATR 72-600,Terminal 3,Gate 8
237,9I-655,Alliance Air,9I,#0083c9,DEL,AYJ,2026-08-08 17:35:34,2026-08-08 18:40:34,65,0,,26754,Business Class,11,143,ATR 72-600,Terminal 1,Gate 13
238,UK-384,Vistara,UK,#4b164c,DEL,AYJ,2026-08-15 07:05:34,2026-08-15 09:13:34,128,0,,31359,Business Class,15,144,Boeing 737 MAX 8,Terminal 2,Gate 20
239,UK-729,Vistara,UK,#4b164c,DEL,AYJ,2026-08-05 09:50:34,2026-08-05 12:14:34,144,0,,41497,First Class,9,142,ATR 72-600,Terminal 1,Gate 15
240,QP-973,Akasa Air,QP,#ff5d00,DEL,AYJ,2026-08-14 20:20:34,2026-08-14 23:06:34,166,0,,58539,First Class,23,168,Airbus A320neo,Terminal 1,Gate 20
241,SG-127,SpiceJet,SG,#e60000,DEL,AGR,2026-08-09 20:35:34,2026-08-09 21:40:34,65,0,,6474,Economy,20,137,Airbus A321neo,Terminal 2,Gate 16
242,AI-581,Air India,AI,#ed1b24,DEL,AGR,2026-08-07 11:20:34,2026-08-07 14:24:34,184,0,,6799,Economy,22,126,Boeing 737 MAX 8,Terminal 1,Gate 4
243,6E-636,IndiGo,6E,#001b94,DEL,AGR,2026-08-10 09:20:34,2026-08-10 11:44:34,144,0,,12609,Premium Economy,19,170,ATR 72-600,Terminal 3,Gate 9
244,SG-490,SpiceJet,SG,#e60000,DEL,AGR,2026-08-06 05:05:34,2026-08-06 07:14:34,129,0,,13232,Premium Economy,16,123,Boeing 737 MAX 8,Terminal 2,Gate 4
245,QP-618,Akasa Air,QP,#ff5d00,DEL,AGR,2026-08-11 18:05:34,2026-08-11 21:15:34,190,0,,31339,Business Class,4,175,Boeing 737-800,Terminal 3,Gate 2
246,SG-138,SpiceJet,SG,#e60000,DEL,AGR,2026-08-05 23:50:34,2026-08-06 00:57:34,67,0,,20401,Business Class,28,166,Boeing 737-800,Terminal 1,Gate 3
247,SG-537,SpiceJet,SG,#e60000,DEL,AGR,2026-08-10 10:35:34,2026-08-10 11:50:34,75,0,,53050,First Class,37,148,Boeing 737 MAX 8,Terminal 3,Gate 9
248,SG-809,SpiceJet,SG,#e60000,DEL,AGR,2026-08-03 08:20:34,2026-08-03 09:25:34,65,0,,50643,First Class,5,140,Boeing 737-800,Terminal 2,Gate 10
249,UK-642,Vistara,UK,#4b164c,DEL,KNU,2026-08-10 00:05:34,2026-08-10 02:29:34,144,0,,7410,Economy,26,164,Boeing 737 MAX 8,Terminal 1,Gate 1
250,6E-718,IndiGo,6E,#001b94,DEL,KNU,2026-08-14 09:35:34,2026-08-14 10:43:34,68,1,BHO,5271,Economy,27,172,Airbus A321neo,Terminal 3,Gate 10
251,IX-133,Air India Express,IX,#f26522,DEL,KNU,2026-08-01 04:35:34,2026-08-01 06:43:34,128,0,,15012,Premium Economy,2,152,ATR 72-600,Terminal 1,Gate 12
252,6E-289,IndiGo,6E,#001b94,DEL,KNU,2026-08-14 17:35:34,2026-08-14 20:12:34,157,0,,11710,Premium Economy,3,161,ATR 72-600,Terminal 3,Gate 13
253,6E-168,IndiGo,6E,#001b94,DEL,KNU,2026-08-05 17:35:34,2026-08-05 18:43:34,68,0,,18916,Business Class,31,137,Boeing 737 MAX 8,Terminal 2,Gate 4
254,AI-707,Air India,AI,#ed1b24,DEL,KNU,2026-08-12 18:50:34,2026-08-12 20:21:34,91,0,,26310,Business Class,6,172,Boeing 737 MAX 8,Terminal 3,Gate 9
255,IX-230,Air India Express,IX,#f26522,DEL,KNU,2026-08-03 23:20:34,2026-08-04 01:25:34,125,0,,57023,First Class,19,180,Airbus A321neo,Terminal 2,Gate 18
256,UK-870,Vistara,UK,#4b164c,DEL,KNU,2026-08-02 17:50:34,2026-08-02 19:53:34,123,0,,55767,First Class,24,128,Boeing 737 MAX 8,Terminal 2,Gate 14
257,6E-433,IndiGo,6E,#001b94,DEL,IXD,2026-08-15 07:20:34,2026-08-15 08:46:34,86,0,,6648,Economy,17,134,Airbus A321neo,Terminal 1,Gate 19
258,SG-674,SpiceJet,SG,#e60000,DEL,IXD,2026-08-10 09:50:34,2026-08-10 12:14:34,144,1,KOR,4026,Economy,35,166,Airbus A321neo,Terminal 1,Gate 16
259,IX-329,Air India Express,IX,#f26522,DEL,IXD,2026-08-05 21:20:34,2026-08-05 23:33:34,133,0,,13232,Premium Economy,32,143,Airbus A320neo,Terminal 3,Gate 10
260,9I-821,Alliance Air,9I,#0083c9,DEL,IXD,2026-08-01 01:35:34,2026-08-01 02:45:34,70,0,,13739,Premium Economy,23,154,Boeing 737 MAX 8,Terminal 1,Gate 11
261,AI-346,Air India,AI,#ed1b24,DEL,IXD,2026-08-02 06:50:34,2026-08-02 08:59:34,129,1,HSS,26493,Business Class,2,152,ATR 72-600,Terminal 3,Gate 24
262,AI-171,Air India,AI,#ed1b24,DEL,IXD,2026-08-02 22:05:34,2026-08-02 23:37:34,92,0,,27145,Business Class,3,156,Boeing 737 MAX 8,Terminal 3,Gate 4
263,9I-631,Alliance Air,9I,#0083c9,DEL,IXD,2026-08-11 09:05:34,2026-08-11 12:12:34,187,0,,60352,First Class,16,160,ATR 72-600,Terminal 3,Gate 2
264,AI-679,Air India,AI,#ed1b24,DEL,IXD,2026-08-04 10:50:34,2026-08-04 13:44:34,174,0,,54912,First Class,32,172,Airbus A321neo,Terminal 2,Gate 14
265,UK-738,Vistara,UK,#4b164c,DEL,KBK,2026-08-15 05:20:34,2026-08-15 07:39:34,139,0,,3535,Economy,33,140,Boeing 737-800,Terminal 1,Gate 15
266,6E-658,IndiGo,6E,#001b94,DEL,KBK,2026-08-14 01:20:34,2026-08-14 03:40:34,140,1,BOK,2910,Economy,26,140,Airbus A321neo,Terminal 2,Gate 21
267,UK-417,Vistara,UK,#4b164c,DEL,KBK,2026-08-04 19:05:34,2026-08-04 20:18:34,73,0,,10661,Premium Economy,34,159,Boeing 737-800,Terminal 3,Gate 6
268,UK-428,Vistara,UK,#4b164c,DEL,KBK,2026-08-01 22:20:34,2026-08-02 00:35:34,135,0,,15128,Premium Economy,28,176,ATR 72-600,Terminal 1,Gate 5
269,SG-698,SpiceJet,SG,#e60000,DEL,KBK,2026-08-07 23:20:34,2026-08-08 00:40:34,80,0,,24151,Business Class,10,143,Airbus A321neo,Terminal 3,Gate 18
270,9I-461,Alliance Air,9I,#0083c9,DEL,KBK,2026-08-11 01:05:34,2026-08-11 02:16:34,71,0,,21502,Business Class,26,135,Boeing 737 MAX 8,Terminal 2,Gate 1
271,SG-314,SpiceJet,SG,#e60000,DEL,KBK,2026-08-02 19:05:34,2026-08-02 22:11:34,186,0,,67150,First Class,10,131,Airbus A321neo,Terminal 3,Gate 2
272,9I-355,Alliance Air,9I,#0083c9,DEL,KBK,2026-08-13 23:05:34,2026-08-14 00:39:34,94,0,,48071,First Class,3,179,Boeing 737-800,Terminal 2,Gate 13
273,SG-928,SpiceJet,SG,#e60000,BOM,DEL,2026-08-14 23:20:34,2026-08-15 02:00:34,160,0,,5891,Economy,20,173,ATR 72-600,Terminal 3,Gate 13
274,UK-398,Vistara,UK,#4b164c,BOM,DEL,2026-08-05 19:05:34,2026-08-05 21:08:34,123,0,,5390,Economy,5,129,Airbus A321neo,Terminal 2,Gate 19
275,9I-475,Alliance Air,9I,#0083c9,BOM,DEL,2026-08-15 10:20:34,2026-08-15 12:18:34,118,0,,9764,Premium Economy,19,138,Boeing 737-800,Terminal 1,Gate 8
276,9I-824,Alliance Air,9I,#0083c9,BOM,DEL,2026-08-05 05:50:34,2026-08-05 07:52:34,122,0,,12741,Premium Economy,12,159,ATR 72-600,Terminal 1,Gate 16
277,AI-975,Air India,AI,#ed1b24,BOM,DEL,2026-08-03 09:50:34,2026-08-03 12:30:34,160,0,,34327,Business Class,11,158,Boeing 737 MAX 8,Terminal 2,Gate 17
278,IX-797,Air India Express,IX,#f26522,BOM,DEL,2026-08-10 19:50:34,2026-08-10 22:44:34,174,0,,22679,Business Class,33,145,Boeing 737-800,Terminal 2,Gate 20
279,6E-614,IndiGo,6E,#001b94,BOM,DEL,2026-08-13 19:35:34,2026-08-13 22:42:34,187,0,,46277,First Class,15,138,Airbus A320neo,Terminal 1,Gate 23
280,UK-422,Vistara,UK,#4b164c,BOM,DEL,2026-08-04 20:50:34,2026-08-04 21:56:34,66,0,,54727,First Class,29,160,ATR 72-600,Terminal 1,Gate 24
281,IX-688,Air India Express,IX,#f26522,BOM,BLR,2026-08-04 09:35:34,2026-08-04 12:45:34,190,0,,6111,Economy,38,150,Airbus A320neo,Terminal 2,Gate 17
282,QP-964,Akasa Air,QP,#ff5d00,BOM,BLR,2026-08-14 23:35:34,2026-08-15 00:47:34,72,1,LGP,6806,Economy,14,122,Boeing 737-800,Terminal 1,Gate 16
283,SG-328,SpiceJet,SG,#e60000,BOM,BLR,2026-08-07 04:35:34,2026-08-07 07:13:34,158,0,,8668,Premium Economy,29,162,Airbus A320neo,Terminal 2,Gate 3
284,QP-597,Akasa Air,QP,#ff5d00,BOM,BLR,2026-07-31 18:35:34,2026-07-31 20:06:34,91,0,,15353,Premium Economy,5,137,ATR 72-600,Terminal 3,Gate 9
285,SG-236,SpiceJet,SG,#e60000,BOM,BLR,2026-08-04 01:35:34,2026-08-04 03:01:34,86,0,,21899,Business Class,26,141,ATR 72-600,Terminal 1,Gate 17
286,UK-783,Vistara,UK,#4b164c,BOM,BLR,2026-08-12 20:50:34,2026-08-12 22:56:34,126,0,,27999,Business Class,10,161,Airbus A320neo,Terminal 1,Gate 14
287,QP-680,Akasa Air,QP,#ff5d00,BOM,BLR,2026-08-09 19:05:34,2026-08-09 21:34:34,149,1,LGP,44750,First Class,25,163,Boeing 737-800,Terminal 1,Gate 9
288,6E-621,IndiGo,6E,#001b94,BOM,BLR,2026-08-14 23:20:34,2026-08-15 01:03:34,103,0,,53468,First Class,6,157,Airbus A321neo,Terminal 2,Gate 24
289,QP-513,Akasa Air,QP,#ff5d00,BOM,HYD,2026-07-31 20:05:34,2026-07-31 22:01:34,116,0,,5745,Economy,23,174,Airbus A320neo,Terminal 1,Gate 19
